,pub_date,original_title,foreign_title,english_title,author,original_abstract,english_abstract,url
48,2020.06,코로나바이러스감염증-19 환자 수술 시 감염관리,,Infection Control during Surgery for Patients with Confirmed or Suspected Coronavirus Disease-19,한시현(단국대학교의과대학부속병원 감염관리팀),,"The prevalence of coronavirus disease (COVID-19) has led to an increase in the number of patients being treated at medical institutions, including the number of patients requiring surgical treatments. Although the operating room infection control has focused on preventing surgical site infections in patients, a high interest has been shown in preventing infections in the medical staff because of a high risk of exposure of the medical staff to body fluids and respiratory system secretions during surgery when operating on suggested or confirmed patients with COVID-19. A thorough surgical preparation by the medical institution is warranted to protect both the patient and medical staff from contracting infections.
The medical institution should closely examine the operation process to maintain the facilities related to the operation and plan the placement of human resources and patient movement. Further, specific guidelines for commodity, environmental, and waste management should be established in accordance with the agency’s situation, and medical workers should be continuously trained using the related guidelines.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002599571
49,2020.06,코로나19 사태로 비추어 본 반려동물 원격진료 도입 가능성에 대한 법적 고찰,,A Legal Consideration on the Possibility of Introducing Veterinary Telemedicine for the Companion Animal in the light of COVID-19,이진홍(건국대학교 GLOCAL(글로컬)캠퍼스),"코로나19 바이러스는 사람뿐만 아니라 반려동물에도 감염될 수 있다는 가능성이 제기되었고 실제로 미국, 홍콩 등 여러 나라에서 확진자의 반려견에 양성 반응이 나타난 사례가 있었다. 그렇지 않아도 코로나19 사태로 반려동물을 동반하여 외출하는 것이 어려웠던 상황과 겹쳐 반려견에게도 코로나19가 감염될 수 있다는 사실이 확인되어 반려동물 양육자들의 우려가 커지고 있다. 이에 따라 양육자들은 반려동물의 건강에 문제가 생겼을 때 직접 동물병원에 데리고 가기보다는 스마트폰 어플리케이션을 통한 진료상담을 하는 등 차선책을 찾는 방식으로 그들의 반려동물을 케어하고 있다. 그러나 스마트폰 어플리케이션을 이용하는 방식으로는 개별적인 진단에 기반한 진료를 받을 수는 없고 일반적인 진료상담 서비스밖에 받지 못한다는 점에 한계가 있어 안심할 수는 없는 실정이다. 국내법상 동물의 원격진료 행위는 허용되지 않아 IT 서비스를 활용한 진료는 보편적인 경우에 적용할 수 있는 상담의 형식으로 이루어지고 있기 때문이다. 그러나 반려동물의 건강권을 실현하고 원격진료를 시도하려는 국제적 흐름에 뒤처지지 않기 위해서는 동물 원격진료의 도입 가능성을 검토해 볼 필요가 있다. 선행적으로 수의사가 직접 방문을 하거나 동물병원 방문을 통하여 직접적인 진단이 있었던 경우에 한하여 진단을 내렸던 수의사와의 원격진료를 제한적으로 시도하는 방안, 그리고 해당 동물 및 의뢰인이 격오지에 있어 상시적으로 동물병원에 방문하는 것이 어려운 지역에 한하여 제한적인 범위에서 시도하는 방안이 고려된다. 이를 위해서는 동물 치료에 사용하는 의약품을 수의사가 처방할 수 있는 의료체계로 입법적 개선이 선행되어야 하며, 일부 대형 동물병원으로 진료 의뢰가 쏠리는 현상을 대비하여 시행 초기부터 방지대책을 마련하는 방향으로 사전적인 준비가 필요할 것이다.","The spread of COVID-19 virus has raised the possibility that companion animals can also get infected. Indeed, a small number of companion animals have been confirmed to be infected with the virus that causes COVID-19 worldwide and companion animals’ owners have concerned for the safety of their companion animals. As it is difficult to go out with companion animals, various IT services considering the animal rights to health emerged, and people using platforms such as medical consultation through smart phone applications are also increasing. However, there is a limit in that it is only a consultation service for pets and is not an individual diagnosis. This is because the domestic law does not allow animals to receive medical treatment remotely. However, it is necessary to consider the possibility of introducing veterinary telemedicine in order to protect the implementation of animals rights to health and keep pace with global trends. Only in the case of a veterinarian's direct visit or a direct diagnosis through a visit to an veterinary clinic before, limited remote treatment with the veterinarian who made the diagnosis may make an attempt. In addition, it is also possible to conduct veterinary medicine within a limited range only in areas where the animals and clients are in remote areas and have difficulty visiting at all times. Furthermore, legislative improvement is needed as a medical system that veterinarians can prescribe medicines used for animal treatment, and it is necessary to prepare a preventive measure from the beginning of the implementation for a scenario that a request for medical treatment is concentrated in some large veterinary clinics.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002603696
50,2020.06,코로나19 이후 시대,,Post-Coronavirus Disease 2019,박은철(보건행정학회지 편집위원장),"Coronavirus disease 2019 (COVID-19) is currently in progress. Although it is difficult to predict the end of currently increasing COVID-19, it is expected to last for a long time. The COVID-19 is making a lot of changes. Due to physical distancing and living distancing, non-contacts such as wearing facial masks, online lectures, online medical services, telecommuting, and telemarketing are becoming common. In the era of post-COVID-19, online and offline will coexist. Many countries following China’s lockdown strategy, which is agreed with the World Health Organization, should be changed to Taiwan’s facial mask strategy for reducing the economic problems. The prolonging COVID-19 will add to the economic difficulties, and the US-China confrontation will be difficult to rebound the global economy. COVID-19, such as plaque, smallpox, and Spanish influenza, will be a historical momentum. How to respond to the crisis of COVID-19 and post-COVID-19 will determine the future of the world and Korea.","Coronavirus disease 2019 (COVID-19) is currently in progress. Although it is difficult to predict the end of currently increasing COVID-19, it is expected to last for a long time. The COVID-19 is making a lot of changes. Due to physical distancing and living distancing, non-contacts such as wearing facial masks, online lectures, online medical services, telecommuting, and telemarketing are becoming common. In the era of post-COVID-19, online and offline will coexist. Many countries following China’s lockdown strategy, which is agreed with the World Health Organization, should be changed to Taiwan’s facial mask strategy for reducing the economic problems. The prolonging COVID-19 will add to the economic difficulties, and the US-China confrontation will be difficult to rebound the global economy. COVID-19, such as plaque, smallpox, and Spanish influenza, will be a historical momentum. How to respond to the crisis of COVID-19 and post-COVID-19 will determine the future of the world and Korea.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002603128
51,2020.06,코로나19의 전개와 한국 및 세계의 대응,The Development of Corona 19 and the Response of Korea and the World,The Development of Corona 19 and the Response of Korea and the World,김석현(인텔리전스코),,,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002591934
52,2020.06,코로나19 특별재난 상황에서 임차인의 보호 : 캐나다의 퇴거 집행 유예(eviction order moratorium) 제도를 중심으로,,Strengthened Protections for Tenants during the COVID-19 Pandemic : Canada's Eviction Order Moratorium,김제완(고려대학교),"코로나 19로 인한 팬데믹 상황에서 ① 매출이 급감한 상업 임차인과 ② 외출 자제 등으로 안정된 주거환경이 필요한 주택임차인에 대한 보호가시급하다. 이에 캐나다 정부는 2020년 4월～6월 간 재정난을 겪고 있는 소규모 사업체 임차인의 임대료 지급 부담을 덜어주는 한시적인 정책인   캐나다 상가임대차 임대료 비상지원 정책(CECRA)  을 통해 상업 임차인 및건물주를 지원하였다.
인구 밀집 지역인 온타리오주는 임대료 납부 지연으로 인한 임대인의임차인 퇴거 요청에 대해 임대차위원회(Landlord and Tenant Board, LTB)의 퇴거 명령 집행에 대한 유예(eviction order moratorium)를 실시하였는데, 이는 경제 긴급상황에서 국가가 임차인의 차임 납부 지연에 대해, 예외적으로 용인해줌으로써 임차인의 주거 안정을 도모한 것으로 보인다. 또한, 미납분 50%에 대해 국가가 부담함으로써 임대인의 재산권 보호에도 충실하여 국민 모두의 이익을 고려하였다.
특히 퇴거 명령 집행에 대한 유예가 가능했던 것은, 온타리오주의 ‘임차인보호법(Tenant Protection Act)’ 때문인데, 이 법에서는 임대료 미납 등의 특수한 경우를 제외하고는 임차인의 계약갱신청구권을 보장하고 있으며, 설령 임대료 미납으로 퇴거를 집행하는 경우에도 임대인이 임의로 퇴거시킬 수 없고, LTB의 퇴거 명령 및 Sheriff’s Office(집행관)의 집행으로만 퇴거가 가능하다. 퇴거 명령 집행에 대한 유예제도에 관하여, Chalich v. Alhatam 판례에서는 퇴거 사유가 코로나 사태 이전에 그와 무관하게발생하였다 하더라도 코로나19 와중에 퇴거를 강제집행하는 것은 특별한사정이 없는 한 임차인의 보호를 위하여 허용되지 않는다는 취지의 판결을 내려 임차인을 두텁게 보호하였다. 이를 통해 캐나다는 계약갱신청구권과 임대차위원회 제도를 통해 임차인을 효과적이고 강력하게 보호하고 있음을 알 수 있었다. 우리나라도 주택임대차법에 갱신청구권을 도입하고 임대차 분쟁 조정위원회의 기능을활성화한다면, 코로나바이러스 사태와 같은 긴급재난 상황에서 주택임차인을 보호함으로써 국민의 주거생활 안정에 기여할 수 있을 것으로 생각된다","The COVID-19 pandemic has caused unprecedented disruption to the global economy, resulting in many commercial and residential tenants being unable to pay rent. While existing regulations under normal conditions indicate that failure to pay rent leads to eviction, during a pandemic, eviction acts as a serious risk to public health. To prevent such eviction, the Canadian government has declared a ‘moratorium on evictions’ to provide stability to people's housing.
Canada's newly enacted policies have great implications that may be applicable to the rental system of Korea. First of all, in Ontario, a residential tenancy is automatically renewed unless the tenant or the landlord submits a notice of termination, or both tenant and landlord agree to terminate the tenancy upon signing. Second, even if the landlord assigned a valid reason for eviction, immediate eviction of the tenant cannot be enforced. Instead, permits of the “LTB” or similar dispute settlement agencies are required for immediate eviction. The current system of lease protection has aided many tenants during the state of emergency due to COVID-19. In addition, the Canadian government also strengthened the protection of landlords who are facing financial burden as a result of the COVID-19 pandemic, where homeowners may be eligible for a mortgage payment deferral of up to 6 months. Canada's latest policies in response to the COVID-19 pandemic demonstrate a secure and effective strategy to provide stable housing.
Future studies on ways to implement these Canadian policies according to the situation in Korea are warranted.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002598696
53,2020.06,코로나 19가 불러온 변화들,The Changes That Covid-19 Has Brought about,The Changes That Covid-19 Has Brought about,이순구(평택대학교),코로나 19가 가져 온 변화들을 추적함,traced the changes that covid 19 has brought about,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002598390
54,2020.06,코로나 대응 항공서비스 현황,,The status of air services responding to corona,조모란(대한항공),,,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002614469
55,2020.06,코로나19 이후의 변화와 은행의 대응,,Changes after Corona 19 and the Bank's Response,최석호(기업은행),,,https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002614471
56,2020.06,코로나19 시대에 기독 학부모의 신앙성숙이 사회 회피 및 불안(SAD)에 미치는 영향과 기독교 교육적 함의,The relationship between the parents' spiritual maturity and the social avoidance anxiety during the outbreak of COVID-19.,The relationship between the parents' spiritual maturity and the social avoidance anxiety during the outbreak of COVID-19.,조혜정(총신대학교),"코로나 19(COVID-19)의 발생과 급격한 확산으로 3월21일-5월 5일까지 고강도 사회적 거리두기가 실시되었다. 접촉억제의 고육지책으로 마련된 고강도 사회적 거리 두기 기간 동안 온라인 개학, 재택근무의 사회적 분위기와 동시에 교회는 현장중심의 예배나 소모임을 중단하고 가능한 인터넷 실시간 예배를 실시하였다. 본 연구는 예기치 않은 팬데믹의 강한 전파력과 사회적 관계의 미치는 영향력을 고려할 때 교회학교 학부모들이 갖는 사회회피 불안은 어느 정도이며 자녀의 신앙성숙에 영향을 주는 부모의 신앙성숙과 이 사회회피 불안과의 관계는 어떠한지 살펴보고자 한다. 서울 수도권 소재 지역교회에 다니는 191명의 교회학교 학부모를 대상으로 설문조사를 실시하였고 SPSSWIN 22.0을 이용하여 통계처리 하였다. 사회회피 불안(SAD)척도의 신뢰도는 .92이며 신앙성숙도 척도의 신뢰도는 .94이다. 연구결과는 SAD의 총점 범위가 28-140일 때 코로나 19 기간 동안 연구대상자의 SAD는 일반인의 76.67보다 높은 80.53점으로 약한 정도를 넘아 중간 정도의 증상에 해당되었다. 신앙성숙과 SAD의 관계를 회분석할 때 신앙성숙의 하위영역인 코이노니아가 높을수록 SAD는 감소하는 것으로 나타났으며 설명력은 11%을 지닌다.  학부모의 사회회피 불안을 낮추기 위한 개인, 가정, 그리고 교회차원의 신앙성숙을 위한 방안과 대책이 무엇보다 절실한 시점이 되었다.","Due to the outbreak and rapid spread of Corona 19 (COVID-19), strict social distancing was conducted from March 21 to May 5. During this social distancing period which was designed to curb contact, following the societal trends of online schooling and working from home, the church stopped on-site oriented worship services and conducted real-time worship services on the Internet. As this study examines the influence of the unexpected spread of this pandemic and its impact on social relationships we will take a closer look at the degree of social avoidance anxiety among Sunday school parents, and the relationship between the parents' spiritual maturity and the social avoidance anxiety that affects their children's spiritual maturity. This survey was conducted on 191 Sunday school parents in the Seoul metropolitan area, and the survey was conducted using SPSSWIN 22.0. The reliability of the social avoidance anxiety (SAD) scale is .92, and the reliability of the spiritual maturity scale is .94. The study found that when the total score range of SAD is between 28-140, the SAD of the study subjects during the Covid-19 period was over 80.53 points, which is higher than the general population score of 76.67. This corresponds to the moderate symptoms displayed in the test subjects. When analyzing the relationship between faith and SAD, when there is a lower level of spiritual maturity along with a high level of Koinonia, SAD is shown to decrease with a 11% explanatory power.  Now is an urgent time to find methods to support spiritual maturity on an individual, family, and church level to reduce parents' anxiety about social avoidance.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002607065
57,2020.06,코로나19와 국제보건규칙의 대응: 그 한계와 문제점을 중심으로,COVID-19 and the International Health Regulations: Focusing on the limitations and problems,COVID-19 and the International Health Regulations: Focusing on the limitations and problems,박진아(고려대학교 법학연구원),"2005년 세계보건기구는 기존의 법을 전면 개정한 국제보건규칙을 채택함으로써 국제공중보건위기상황을 예방･방어･관리 및 대응하기 위한 현재의 법적 틀을 형성했다. 국제보건규칙은 국제이동과 무역에 대한 불필요한 방해를 피하면서 공중보건 대응에서 인권을 보호하고 보다 높은 수준의 세계 보건 안보를 달성하도록 고안됐다. 그러나 코로나19 위기의 상황에서 국제보건규칙은 제 역할을 하지 못하고 있다.
감염병 위협 속에서도 법의 지배, 인권, 연대와 협력의 핵심 가치를 유지하면서 국제보건규칙을 구현하는 것이 코로나19의 확산을 통제하고 향후에 감염병 예방과 대응에 있어 여전히 중요하다. 따라서 이 글은 2005년 개정 이후에 꾸준히 제기되었던 국제보건규칙의 문제점 중에서도 코로나19 사건을 통해 특히 부각된 4가지 쟁점, 즉, 1) 국제보건규칙상의 당사국의 통고 의무 및 정보 제공 의무의 비준수, 2) 국제공중보건위기상황의 선포 절차와 관련하여 국제공중보건위기상황의 선포 시기 및 선포 기준, 3) 국제보건규칙상의 임시 권고를 위반한 당사국의 감염병 대응 조치, 4) 세계보건기구의 재정난과 감염병 대응 자금 부족 문제 등을 검토한다.
코로나19 사건은 현재의 국제보건규칙이 국제적보건위기상황을 구성하는 감염병 대응에 효과적이지 못하다는 것을 증명했다. 이제 코로나19와 향후 등장할 질병으로부터 모든 사람의 ‘도달할 수 있는 최고 수준의 건강’을 지키기 위해 국제보건규칙을 포함한 국제보건규범 전반을 총체적으로 개혁하는 것이 시급해졌다.","In 2005, the World Health Organization formed the current legal framework for preventing, defending, managing and responding to a ‘public health emergency of international concern’ (PHEIC) by adopting the International Health Regulations (2005) which completely revised the former International Health Regulations. The IHR (2005) are designed to protect human rights in public health response and achieve a higher level of global health security while avoiding unnecessary interference with international traffic and trade. However, in the event of Coronavirus disease (COVID-19), the IHR (2005) have not functioned properly as the number of countries violating the regulations is increasing.
Given the serious threat posed by infectious diseases, implementing the IHR (2005) while maintaining the core values ​​of rule of law, human rights, solidarity and cooperation is important to control the spread of COVID-19 and to prevent and respond to infectious diseases in the future. This article reviews four issues that have been particularly highlighted during the COVID-19 crisis, among the problems that have continually arisen since the revised IHR were adopted in 2005. First, the issue of non-compliance with a State Party’s obligations of notification and providing information under the IHR (2005) is reviewed. At the same time, the measures to strengthen compliance with the obligations of State Parties are addressed. Second, this article examines a PHEIC under the IHR (2005). To strengthen the appropriateness of the timing and standards for declaration of a PHEIC, the article looks for ways to increase the transparency and objectivity of the process for determining a PHEIC. Third, the health measures taken by State Parties are assessed according to the World Health Organization's temporary recommendations under the IHR (2005). Finally, the WHO’s chronic financial difficulties and the lack of funds to cope with infectious diseases are discussed.
The COVID-19 outbreak has shown the IHR (2005) to be ineffective in responding to infectious diseases constituting a PHEIC, while also revealing that a State's independent health measures alone are inadequate to respond to an infectious disease pandemic. It is now urgent to reform the entire structure of international health norms, including IHR (2005), in order to ensure everyone's ‘highest attainable standard of health’ in the face of COVID-19 and future diseases.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002605965
58,2020.06,코로나19 관련 온라인 교육에 관한 국내 언론보도기사 분석,Analysis of Press Articles in Korean Media on Online Education related to COVID-19,Analysis of Press Articles in Korean Media on Online Education related to COVID-19,김상미(부산대학교),"본 연구의 목적은 코로나19와 관련하여 온라인 교육에 관해 보도된 국내 언론기사 키워드를 대상으로 주요 이슈와 시기별 변화 동향을 분석하는 것이며, 이를 위해 ‘코로나’, ‘교육’, ‘온라인 또는 이러닝’을 포함하는 언론보도기사 602건을 대상으로 텍스트 마이닝과 토픽 모델링 분석을 실시하였다. 연구 결과, 국내 언론에서 코로나19 관련 온라인 교육에 관한 보도기사는 코로나1/온라인/디지털/원격 수업이 핵심 이슈로 부각되었고, 해당 서비스를 제공하는 기업과 온라인 창업 교육에 관한 기사 내용도 출현 빈도가 높은 토픽으로 나타났다. 키워드 변화 동향을 살펴보면 3월에는 온라인 수업 외 학교 개학과 강의가 강조되었으나, 4월과 5월에는 디지털 지원 서비스와 같은 키워드가 등장하기 시작하면서 상위를 차지하는 것으로 나타났다. 상기 결과를 통해 본 연구는 그 동안 교육학 학문 영역 내부자의 관점에서만 논의되었던 온라인 교육 관련 의제들을 보다 넓은 시각에서 접근하여 사회가 주목하는 토픽을 분석하는 한편 중요하지만 언론 매체 특성상 소외되거나 간과하고 있는 의제들이 무엇인지를 향후 연구 주제로 제안하였다.","The purpose of this study is to analyze keywords contained in domestic press articles on online education in connection with COVID-19 to identify major issues and analyze trends of changes by time. To this end, articles including 'COVID-19', 'Education', 'Online or e-learning' were extracted from press articles, and text mining analysis and topic modeling analysis were conducted on the final 602 selected cases. As a result of the study, the report on COVID-19 related online education in the domestic media highlighted COVID-19/online/digital/remote classes as a key issue, while other articles on companies providing the service and online start-up education were also frequently presented as topics. Looking at the changes in monthly key words, school opening and lectures were emphasized in March, but in April and May, key words such as digital support services began to appear, taking the upper place. Based on these results, this study analyzed key words that society pays attention to by taking a broader view of online education-related agenda topics that have been discussed only from the perspective of insiders in the academic field of pedagogy. Finally, this study proposed academic research topics what are important but neglected or overlooked by the nature of the media.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002604633
59,2020.06,코로나19로 촉발된 미ㆍ중 미디어 전쟁 양상 환구시보 사설 비교를 통한 비판적 담화분석,,A Critical Comparative Discourse Analysis of the Editorials of the Global Times with a Focus on the US-China Media War Featured by COVID-19,최태훈(건국대학교),"본 연구는 비판적담화분석의 방법론에 근거하여 환구시보 사설이 만들어내는 코로나19 국면 담화질서(Orders of Discourse)의 양상과 그 질서의 재편 과정을 고찰하고자 한다. 연구문제는 다음과 같다. 첫째, 2020년 1월 19일∼3월 18일, 60일간 환구시보 사설 제목에 드러난 코로나 국면은 어떤 담화 전개 양상을 드러내는가? 둘째, 같은 기간 환구시보 사설의 상호텍스트성을 드러내는 반복적으로 사용된 표현의 의미와 기능은 무엇이며 이는 어떤 사건과 관련되어 소환되는가? 셋째, ‘미디어 전쟁’을 통한 정치화 전략은 무엇인가? 본 연구의 자료로 2020년 1월 19일∼3월 18일, 60일간 환구시보 사설을 대상으로 하였다.
연구결과는 첫째, 환구시보 사설 제목과 내용을 통해 드러난 담화질서의 전개 양상은 다음과 같다. 1) 중국정부에 대한 인민들의 비난을 잠재운다. 2) 의도적으로 미국과 대립각을 세워 애국심을 고취한다. 3) 인민을 결집하고, 미국에 그 책임을 넘기는 치열한 ‘미디어 전쟁’을 통해 모든 사안을 정치화한다.
둘째, 사설의 상호텍스트성이 보이는 표현은 “落井下石”과 “亚洲病夫”가 핵심이 된다. 이 두 표현은 반복적으로 사용되어 패턴화된 담화 관행을 구성하여 중국이 ‘도덕적 우위’와 ‘정당함’이라는 정치적 이미지를 구축하는데 핵심적인 역할을 한다. 즉 “落井下石”, “亚洲病夫”에 대하여 일반 대중이 가지는 ‘비도덕’과 ‘불쾌함’이라는 무의식을 불러일으킨다. 나아가 이 표현들은 미중 힘겨루기와 관련된 사건들마다 반복적으로 소환되어 일반 대중의 자각된 의식 수준으로 각인되어 이 담화관행이 만들어낸 정당성을 믿도록 조작한다. 이 담화의 프레임은 중국이 미국에게 하는 행위는 모두 도덕적이고 정당하며, 반대로 미국은 비도덕적이고 불의하게 보이는 이데올로기 왜곡 효과를 만들어낸다.
셋째, ‘미디어 전쟁’을 통한 정치화 전략에서는 1) 미국의 ‘미디어 전쟁’ 촉발 주장과 중국의 자위권 발동 이데올로기의 형성과 2) 협박과 회유의 이중 언어 전략을 핵심으로 보았다. 중국은 미국이 선제공격하였음을 ‘미디어 전쟁’ 관련 6편의 사설 속에서 지속적으로 밝히고 있다. 선제공격의 죄를 미국으로 돌려 자신들이 도덕적으로 우위에 있음을 알리고 싶어 한다. ‘미디어 전쟁’은 중국의 ‘체면(面子)’과 관련된 문제이다. 체면을 살리되 오래 끌고 갈 필요가 없는 전쟁인 것이다. 그 결과 사설은 협박과 회유의 이중구조가 교차하는 내용이 등장한다. 결론적으로 미국이 전파한 ‘동아시아의 병자’는 ‘중국 위협론’ 이데올로기의 새로운 버전으로 볼 수 있다. 그러나 가상의 ‘중국 위협론’은 전 세계로 전염병이 확산해가며 눈에 보이는 실질적 ‘중국위협론’으로 변화되어 간다.","This study, based on the method of critical discourse analysis, examined the aspects of re/constructing the orders of discourse in the context of COVID-19 through the Global Times editorials. The research questions included: First, how have the headlines of the Global Times developed the construction of discursive patterns in the coronavirus phases for 60 days from January 19  to March 18, 2020? Second, what are the meanings and functions of the repetitive patterns of expression revealing the intertextuality of the editorials of the Global Times, and what events triggered those recursive patterns? Third, what are the strategies of politicization through the media war? The data included the editorials of the Global times during that period.
The results showed that first, the revealed discourse orders were intended to: 1) decrease the people’s criticism of the Chinese government, 2) intentionally establish a confrontation with the US to promote patriotism, and 3) politicize all matters through a fierce media war that brings people together and transfers their own responsibilities to the US.
Second, the essential expressions showing the intertextuality through the editorials pertained to “Nakjeong-Haseok,” meaning throwing a stone to a person fallen in a well, and “Donga-Byeongbu,” meaning the sick man of Asia. These two expressions are used repeatedly to form a patterned discourse practice and play a key role in China's effort to build a political image of moral superiority and justice. In other words, these two patterns of expression enable the Chinese public to unconsciously evoke immorality and unpleasantness about “Nakjeong-Haseok” and “Donga-Byeongbu.” Furthermore, these core expressions are recursively recalled in any relevant events for the conflicts between the US and China and thus, are entrenched in the Chinese minds, manipulating them so that they may believe in the legitimacy created by the discourse practice. Therefore, the constructed frame of discourse producing ideological distortion helps people pretend that everything that China does to the US is moral and just while whatever the US does to China looks immoral and unjust.
Third, the core politicization strategies through the media war lie in 1) the allegation of triggering a media war by the US and the formation of China's self-defense ideology and 2) threatening and conciliating as double-layered linguistic strategies. China continues constructing ideology in the six ‘media war’-related editorials that the US had been preemptively attacked. As they make excuses to blame the US for the sin of preemptive strikes, they intend to let the public know that they are morally superior. The media war is a problem related to the “face” of China. It is a war that saves their face but does not need to be pursued for a long time. As a result, the editorials reveal the intersection of the dual structure of the threat and conciliation. In conclusion, the “Sick Man of Asia” can be seen as a new version of the “Chinese Threat Ideology.” However, the hypothetical “Chinese Threat Ideology"" has been transforming into “visible devastating Chinese threats” as the pandemic has spread worldwide.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002600202
60,2020.06,코로나 시대에 다시 생각하는 ‘하나님의 형상’,,Rethinking “God’s Image” under the threat of Coronavirus Pandemic Mijung Koo,구미정(숭실대학교),"All humankind on the earth are now facing a global crisis caused by the COVID-19. It is widely expected that the age of human history will be sharply divided into two parts, BC(Before Corona) and AD(After Disease) as the coronavirus pandemic provides the watershed point. This article stands upon the proposition that all the serious matters posed by COVID-19 turns around the philosophical theme of the self-understanding of humankind. Since Homo Sapiens appeared on this planet, they — actually we ourselves — have occupied the top seat in the food chain by means of the extinction of a number of other creatures within a relatively short period. Finally, at the moment, the earth got sick and is at the point of death.
In this context, I attempt to criticize the Christian conventional view of humanity which is used to support the Sapiens’ pride and arrogance with regard to nature. The statement in Genesis, saying that God created humans to be like himself, means that we are in a special and personal relationship with God. In other words, the concept of “God’s Image” does not refer to the substance or attribute of human beings. However, we, Homo Sapiens, have failed to be faithful to such a special position in the whole creation. It is, then, convincing that the coronavirus rebukes every human-centered arrogance which has denied the divine will to the creation. Therefore, this article concludes by suggesting 구미정 | 코로나 시대에 다시 생각하는 ‘하나님의 형상’ 99 that Homo Sapiens should be reidentify themselves as Homo Symbios in order to give life to the earth.","All humankind on the earth are now facing a global crisis caused by the COVID-19. It is widely expected that the age of human history will be sharply divided into two parts, BC(Before Corona) and AD(After Disease) as the coronavirus pandemic provides the watershed point. This article stands upon the proposition that all the serious matters posed by COVID-19 turns around the philosophical theme of the self-understanding of humankind. Since Homo Sapiens appeared on this planet, they — actually we ourselves — have occupied the top seat in the food chain by means of the extinction of a number of other creatures within a relatively short period. Finally, at the moment, the earth got sick and is at the point of death.
In this context, I attempt to criticize the Christian conventional view of humanity which is used to support the Sapiens’ pride and arrogance with regard to nature. The statement in Genesis, saying that God created humans to be like himself, means that we are in a special and personal relationship with God. In other words, the concept of “God’s Image” does not refer to the substance or attribute of human beings. However, we, Homo Sapiens, have failed to be faithful to such a special position in the whole creation. It is, then, convincing that the coronavirus rebukes every human-centered arrogance which has denied the divine will to the creation. Therefore, this article concludes by suggesting 구미정 | 코로나 시대에 다시 생각하는 ‘하나님의 형상’ 99 that Homo Sapiens should be reidentify themselves as Homo Symbios in order to give life to the earth.",https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART002601068
